departamento,mes,anio,periodo,marca,linea,tecnologia,unidades
amazonas,enero,2026,202601,Ford,Ranger,Diesel,2
amazonas,enero,2026,202601,Chevrolet,Tracker,Gasolina,2
amazonas,enero,2026,202601,Kia,Picanto,Gasolina,2
amazonas,enero,2026,202601,Kia,Sonet,Gasolina,1
amazonas,enero,2026,202601,Great Wall,Poer Comercial,Diesel,1
amazonas,enero,2026,202601,Chevrolet,N400,Gasolina,1
amazonas,enero,2026,202601,Ford,F-150,Gasolina,1
amazonas,enero,2025,202501,Jeep,Compass,Gasolina,1
antioquia,enero,2025,202501,Kia,Picanto,Gasolina,79
antioquia,enero,2026,202601,Kia,Picanto,Gasolina,140
antioquia,enero,2025,202501,Toyota,Land Cruiser Prado,Diesel,42
antioquia,enero,2026,202601,Toyota,Land Cruiser Prado,Diesel,139
antioquia,enero,2025,202501,Byd,Byd Yuan Up,Eléctrico,62
antioquia,enero,2026,202601,Byd,Byd Yuan Up,Eléctrico,110
antioquia,enero,2025,202501,Suzuki,Swift,Hibrido No Enchufable,19
antioquia,enero,2026,202601,Suzuki,Swift,Hibrido No Enchufable,109
antioquia,enero,2025,202501,Mazda,Cx-5,Gasolina,53
antioquia,enero,2026,202601,Mazda,Cx-5,Gasolina,102
antioquia,enero,2026,202601,Renault,Logan,Gas Convertido,101
antioquia,enero,2025,202501,Renault,Duster,Gasolina,81
antioquia,enero,2026,202601,Renault,Duster,Gasolina,100
antioquia,enero,2025,202501,Mazda,Cx-30,Hibrido No Enchufable,79
antioquia,enero,2026,202601,Mazda,Cx-30,Hibrido No Enchufable,100
antioquia,enero,2025,202501,Chevrolet,Onix,Gasolina,49
antioquia,enero,2026,202601,Chevrolet,Onix,Gasolina,90
antioquia,enero,2025,202501,Mazda,2 Hatchback,Gasolina,76
antioquia,enero,2026,202601,Mazda,2 Hatchback,Gasolina,89
antioquia,enero,2025,202501,Renault,Kardian,Gasolina,104
antioquia,enero,2026,202601,Renault,Kardian,Gasolina,89
antioquia,enero,2025,202501,Toyota,Corolla Cross,Hibrido No Enchufable,118
antioquia,enero,2026,202601,Toyota,Corolla Cross,Hibrido No Enchufable,86
antioquia,enero,2025,202501,Kia,K3 Cross,Gasolina,69
antioquia,enero,2026,202601,Kia,K3 Cross,Gasolina,80
antioquia,enero,2025,202501,Kenworth,T880,Diesel,4
antioquia,enero,2026,202601,Kenworth,T880,Diesel,68
antioquia,enero,2025,202501,Renault,Arkana,Hibrido No Enchufable,72
antioquia,enero,2026,202601,Renault,Arkana,Hibrido No Enchufable,68
antioquia,enero,2025,202501,Renault,Logan,Gasolina,33
antioquia,enero,2026,202601,Renault,Logan,Gasolina,54
antioquia,enero,2025,202501,Nissan,Frontier,Diesel,73
antioquia,enero,2026,202601,Nissan,Frontier,Diesel,53
antioquia,enero,2025,202501,Byd,Byd Seagull,Eléctrico,60
antioquia,enero,2026,202601,Byd,Byd Seagull,Eléctrico,53
antioquia,enero,2025,202501,Hyundai,Kona Hibrida,Hibrido No Enchufable,19
antioquia,enero,2026,202601,Hyundai,Kona Hibrida,Hibrido No Enchufable,50
antioquia,enero,2025,202501,Chevrolet,Tracker,Gasolina,43
antioquia,enero,2026,202601,Chevrolet,Tracker,Gasolina,49
antioquia,enero,2026,202601,Renault,Duster E-Tech,Hibrido No Enchufable,49
antioquia,enero,2025,202501,Chevrolet,Nhr,Diesel,42
antioquia,enero,2026,202601,Chevrolet,Nhr,Diesel,44
antioquia,enero,2025,202501,Foton,Bj1044Vajb3-1A,Diesel,3
antioquia,enero,2026,202601,Foton,Bj1044Vajb3-1A,Diesel,44
antioquia,enero,2025,202501,Kia,Sonet,Gasolina,28
antioquia,enero,2026,202601,Kia,Sonet,Gasolina,43
antioquia,enero,2025,202501,Renault,Kwid,Gasolina,40
antioquia,enero,2026,202601,Renault,Kwid,Gasolina,41
antioquia,enero,2025,202501,Renault,Stepway,Gasolina,27
antioquia,enero,2026,202601,Renault,Stepway,Gasolina,41
antioquia,enero,2025,202501,Suzuki,Jimny At,Gasolina,2
antioquia,enero,2026,202601,Suzuki,Jimny At,Gasolina,38
antioquia,enero,2025,202501,Mazda,2 Sedan,Gasolina,35
antioquia,enero,2026,202601,Mazda,2 Sedan,Gasolina,38
antioquia,enero,2025,202501,Mazda,Cx-50,Gasolina,38
antioquia,enero,2026,202601,Mazda,Cx-50,Gasolina,36
antioquia,enero,2025,202501,Kia,K3,Gasolina,42
antioquia,enero,2026,202601,Kia,K3,Gasolina,35
antioquia,enero,2025,202501,Toyota,Hilux,Diesel,37
antioquia,enero,2026,202601,Toyota,Hilux,Diesel,35
antioquia,enero,2025,202501,Ford,Ranger,Diesel,28
antioquia,enero,2026,202601,Ford,Ranger,Diesel,34
antioquia,enero,2026,202601,Renault,Koleos E-Tech,Hibrido No Enchufable,33
antioquia,enero,2025,202501,Toyota,Fortuner,Diesel,26
antioquia,enero,2026,202601,Toyota,Fortuner,Diesel,33
antioquia,enero,2026,202601,Kia,Sportage,Hibrido No Enchufable,32
antioquia,enero,2025,202501,Renault,Duster Oroch,Gasolina,42
antioquia,enero,2026,202601,Renault,Duster Oroch,Gasolina,31
antioquia,enero,2025,202501,Mazda,Cx-30,Gasolina,19
antioquia,enero,2026,202601,Mazda,Cx-30,Gasolina,30
antioquia,enero,2025,202501,Kia,Soluto,Gasolina,14
antioquia,enero,2026,202601,Kia,Soluto,Gasolina,30
antioquia,enero,2025,202501,Kia,Stonic,Hibrido No Enchufable,4
antioquia,enero,2026,202601,Kia,Stonic,Hibrido No Enchufable,30
antioquia,enero,2025,202501,Suzuki,Fronx,Hibrido No Enchufable,16
antioquia,enero,2026,202601,Suzuki,Fronx,Hibrido No Enchufable,28
antioquia,enero,2025,202501,Toyota,Yaris Cross,Hibrido No Enchufable,26
antioquia,enero,2026,202601,Toyota,Yaris Cross,Hibrido No Enchufable,28
antioquia,enero,2025,202501,Hyundai,Tucson Hibrida,Hibrido No Enchufable,28
antioquia,enero,2026,202601,Hyundai,Tucson Hibrida,Hibrido No Enchufable,27
antioquia,enero,2026,202601,Jeep,Avenger,Hibrido No Enchufable,24
antioquia,enero,2025,202501,Chery,Icar 03,Eléctrico,1
antioquia,enero,2026,202601,Chery,Icar 03,Eléctrico,24
antioquia,enero,2025,202501,Hyundai,Kona,Gasolina,3
antioquia,enero,2026,202601,Hyundai,Kona,Gasolina,23
antioquia,enero,2025,202501,Seat,Ibiza Xm,Gasolina,4
antioquia,enero,2026,202601,Seat,Ibiza Xm,Gasolina,23
antioquia,enero,2025,202501,Nissan,X-Trail T33,Hibrido No Enchufable,11
antioquia,enero,2026,202601,Nissan,X-Trail T33,Hibrido No Enchufable,20
antioquia,enero,2026,202601,Byd,Byd Song Plus Dm-I,Hibrido No Enchufable,20
antioquia,enero,2025,202501,Chevrolet,N400,Gasolina,7
antioquia,enero,2026,202601,Chevrolet,N400,Gasolina,19
antioquia,enero,2025,202501,Kia,Sportage,Gasolina,21
antioquia,enero,2026,202601,Kia,Sportage,Gasolina,19
antioquia,enero,2025,202501,Byd,Yuan Plus Ev,Eléctrico,3
antioquia,enero,2026,202601,Byd,Yuan Plus Ev,Eléctrico,18
antioquia,enero,2025,202501,Kia,Niro,Hibrido No Enchufable,33
antioquia,enero,2026,202601,Kia,Niro,Hibrido No Enchufable,18
antioquia,enero,2025,202501,Chevrolet,Frr,Diesel,12
antioquia,enero,2026,202601,Chevrolet,Frr,Diesel,17
antioquia,enero,2025,202501,Foton,Bj1030V4Jv2-Bh,Gasolina,5
antioquia,enero,2026,202601,Foton,Bj1030V4Jv2-Bh,Gasolina,17
antioquia,enero,2025,202501,Chevrolet,Colorado,Diesel,15
antioquia,enero,2026,202601,Chevrolet,Colorado,Diesel,17
antioquia,enero,2025,202501,Isuzu,Pick Up,Diesel,4
antioquia,enero,2026,202601,Isuzu,Pick Up,Diesel,16
antioquia,enero,2025,202501,Jmc,Jx1044Tc6,Diesel,7
antioquia,enero,2026,202601,Jmc,Jx1044Tc6,Diesel,16
antioquia,enero,2025,202501,Nissan,Kicks,Gasolina,23
antioquia,enero,2026,202601,Nissan,Kicks,Gasolina,16
antioquia,enero,2025,202501,Byd,Byd Sealion,Eléctrico,2
antioquia,enero,2026,202601,Byd,Byd Sealion,Eléctrico,15
antioquia,enero,2026,202601,Foton,Bj1037V2Mav-6E,Hibrido No Enchufable,15
antioquia,enero,2025,202501,Chevrolet,Nlr,Diesel,14
antioquia,enero,2026,202601,Chevrolet,Nlr,Diesel,15
antioquia,enero,2025,202501,Volkswagen,Polo Pa Highline,Gasolina,8
antioquia,enero,2026,202601,Volkswagen,Polo Pa Highline,Gasolina,15
antioquia,enero,2026,202601,Deepal,S05,Hibrido Enchufable,15
antioquia,enero,2025,202501,Volkswagen,T-Cross Pa Trendline,Gasolina,17
antioquia,enero,2026,202601,Volkswagen,T-Cross Pa Trendline,Gasolina,15
antioquia,enero,2026,202601,Dong Feng,Dfm7000A2F4Bev,Eléctrico,14
antioquia,enero,2026,202601,Ford,Territory,Hibrido No Enchufable,13
antioquia,enero,2026,202601,Foton,Bj1126Vgjfd-F2,Diesel,13
antioquia,enero,2026,202601,Honda,Hr-V Exl-A,Gasolina,13
antioquia,enero,2025,202501,Hyundai,Venue,Gasolina,8
antioquia,enero,2026,202601,Hyundai,Venue,Gasolina,13
antioquia,enero,2025,202501,Volkswagen,Polo Pa Track,Gasolina,5
antioquia,enero,2026,202601,Volkswagen,Polo Pa Track,Gasolina,13
antioquia,enero,2026,202601,Foton,Bj1065Vdjba-2A,Diesel,12
antioquia,enero,2025,202501,Nissan,Kicks P16,Gasolina,17
antioquia,enero,2026,202601,Nissan,Kicks P16,Gasolina,12
antioquia,enero,2026,202601,Foton,Bj1044Vaab6-1A,Diesel,12
antioquia,enero,2025,202501,Nissan,Versa,Gasolina,9
antioquia,enero,2026,202601,Nissan,Versa,Gasolina,12
antioquia,enero,2025,202501,Volkswagen,Nivus Pa Highline,Gasolina,2
antioquia,enero,2026,202601,Volkswagen,Nivus Pa Highline,Gasolina,11
antioquia,enero,2025,202501,Changan,S07 Deepal,Hibrido No Enchufable,6
antioquia,enero,2026,202601,Changan,S07 Deepal,Hibrido No Enchufable,11
antioquia,enero,2026,202601,Subaru,Forester Touring S-Hev,Hibrido No Enchufable,11
antioquia,enero,2025,202501,Foton,Bj2037Y3M Av-6D,Diesel,3
antioquia,enero,2026,202601,Foton,Bj2037Y3M Av-6D,Diesel,11
antioquia,enero,2025,202501,Kia,Seltos,Gasolina,3
antioquia,enero,2026,202601,Kia,Seltos,Gasolina,11
antioquia,enero,2026,202601,Kia,Tasman,Diesel,11
antioquia,enero,2026,202601,Cupra,Formentor,Hibrido No Enchufable,10
antioquia,enero,2025,202501,Mazda,3,Hibrido No Enchufable,11
antioquia,enero,2026,202601,Mazda,3,Hibrido No Enchufable,10
antioquia,enero,2025,202501,Suzuki,New Scross,Hibrido No Enchufable,16
antioquia,enero,2026,202601,Suzuki,New Scross,Hibrido No Enchufable,10
antioquia,enero,2025,202501,Citroen,C3,Gasolina,5
antioquia,enero,2026,202601,Citroen,C3,Gasolina,10
antioquia,enero,2025,202501,Byd,Idolphin,Eléctrico,1
antioquia,enero,2026,202601,Byd,Idolphin,Eléctrico,10
antioquia,enero,2025,202501,Hyundai,Santa Fe Hibrida,Hibrido No Enchufable,4
antioquia,enero,2026,202601,Hyundai,Santa Fe Hibrida,Hibrido No Enchufable,9
antioquia,enero,2025,202501,Foton,Bj1128Vejed-F3,Diesel,3
antioquia,enero,2026,202601,Foton,Bj1128Vejed-F3,Diesel,9
antioquia,enero,2025,202501,Chevrolet,Nqr,Diesel,10
antioquia,enero,2026,202601,Chevrolet,Nqr,Diesel,9
antioquia,enero,2025,202501,Chevrolet,Captiva,Gasolina,14
antioquia,enero,2026,202601,Chevrolet,Captiva,Gasolina,9
antioquia,enero,2026,202601,Chevrolet,Captiva,Eléctrico,8
antioquia,enero,2026,202601,Renault,Koleos,Gasolina,8
antioquia,enero,2026,202601,Citroen,Basalt,Gasolina,8
antioquia,enero,2025,202501,Kia,Ev5,Eléctrico,23
antioquia,enero,2026,202601,Kia,Ev5,Eléctrico,8
antioquia,enero,2025,202501,Toyota,Land Cruiser 300,Gasolina,3
antioquia,enero,2026,202601,Toyota,Land Cruiser 300,Gasolina,8
antioquia,enero,2026,202601,Mitsubishi Fuso,Fea51El4Snqb,Diesel,8
antioquia,enero,2025,202501,Foton,Bj1045V9Jb4-F1,Diesel,5
antioquia,enero,2026,202601,Foton,Bj1045V9Jb4-F1,Diesel,7
antioquia,enero,2026,202601,Byd,Byd Shark,Hibrido Enchufable,7
antioquia,enero,2025,202501,Toyota,Corolla,Hibrido No Enchufable,37
antioquia,enero,2026,202601,Toyota,Corolla,Hibrido No Enchufable,7
antioquia,enero,2025,202501,Suzuki,Jimny Mt,Gasolina,4
antioquia,enero,2026,202601,Suzuki,Jimny Mt,Gasolina,7
antioquia,enero,2025,202501,Renault,Kwid E Tech,Eléctrico,2
antioquia,enero,2026,202601,Renault,Kwid E Tech,Eléctrico,7
antioquia,enero,2026,202601,Peugeot,2008,Hibrido No Enchufable,7
antioquia,enero,2025,202501,Mazda,Cx-60,Hibrido No Enchufable,6
antioquia,enero,2026,202601,Mazda,Cx-60,Hibrido No Enchufable,7
antioquia,enero,2026,202601,Tesla,Model 3,Eléctrico,7
antioquia,enero,2026,202601,Gac,Aion Ut,Eléctrico,7
antioquia,enero,2025,202501,Volkswagen,T-Cross Pa Comfortline,Gasolina,8
antioquia,enero,2026,202601,Volkswagen,T-Cross Pa Comfortline,Gasolina,7
antioquia,enero,2025,202501,Toyota,Land Cruiser Prado,Gasolina,4
antioquia,enero,2026,202601,Toyota,Land Cruiser Prado,Gasolina,7
antioquia,enero,2026,202601,Foton,Bj3319Dnpkc-6F,Diesel,7
antioquia,enero,2025,202501,Suzuki,Grand Vitara Hybrid,Hibrido No Enchufable,4
antioquia,enero,2026,202601,Suzuki,Grand Vitara Hybrid,Hibrido No Enchufable,6
antioquia,enero,2026,202601,Byd,Byd Song Plus Ev,Eléctrico,6
antioquia,enero,2025,202501,Mercedes Benz,Glc 300 4Matic Coupe,Hibrido No Enchufable,1
antioquia,enero,2026,202601,Mercedes Benz,Glc 300 4Matic Coupe,Hibrido No Enchufable,6
antioquia,enero,2026,202601,Volkswagen,Taos Pa Highline Se,Gasolina,6
antioquia,enero,2025,202501,Dong Feng,Dfh4180A6,Diesel,8
antioquia,enero,2026,202601,Dong Feng,Dfh4180A6,Diesel,6
antioquia,enero,2026,202601,Faw,Bestune Xiaoma,Eléctrico,6
antioquia,enero,2026,202601,Volkswagen,Taos Pa Comfortline,Gasolina,6
antioquia,enero,2026,202601,Dongfeng,Eq1045D6Cdb,Diesel,6
antioquia,enero,2025,202501,Dongfeng,Eq1100G8Cd5,Diesel,1
antioquia,enero,2026,202601,Dongfeng,Eq1100G8Cd5,Diesel,6
antioquia,enero,2026,202601,Chevrolet,Spark,Eléctrico,5
antioquia,enero,2025,202501,Foton,Bj1044Vaab5-A1,Diesel,1
antioquia,enero,2026,202601,Foton,Bj1044Vaab5-A1,Diesel,5
antioquia,enero,2026,202601,Mitsubishi Fuso,Fgb71El6Snqg,Diesel,5
antioquia,enero,2026,202601,Cupra,Terramar,Hibrido No Enchufable,5
antioquia,enero,2026,202601,Daf,Xf 530,Diesel,5
antioquia,enero,2026,202601,Deepal,G318,Hibrido No Enchufable,5
antioquia,enero,2026,202601,Volkswagen,Nivus Pa Black Edition,Gasolina,5
antioquia,enero,2026,202601,Chevrolet,Traverse,Gasolina,5
antioquia,enero,2025,202501,Renault,Sandero,Gasolina,35
antioquia,enero,2026,202601,Renault,Sandero,Gasolina,5
antioquia,enero,2026,202601,Ford,Bronco Sport,Gasolina,5
antioquia,enero,2026,202601,Chevrolet,Captiva,Hibrido Enchufable,5
antioquia,enero,2026,202601,Byd,Yuan Up,Eléctrico,5
antioquia,enero,2025,202501,Mercedes Benz,Gla 250 4Matic,Hibrido No Enchufable,2
antioquia,enero,2026,202601,Mercedes Benz,Gla 250 4Matic,Hibrido No Enchufable,5
antioquia,enero,2026,202601,Volvo,Xc60,Hibrido No Enchufable,5
antioquia,enero,2025,202501,Hyundai,Staria,Diesel,6
antioquia,enero,2026,202601,Hyundai,Staria,Diesel,5
antioquia,enero,2025,202501,Chevrolet,Fvr,Diesel,8
antioquia,enero,2026,202601,Chevrolet,Fvr,Diesel,5
antioquia,enero,2026,202601,Subaru,Crosstrek 2.0I-L Es Cvt,Hibrido No Enchufable,5
antioquia,enero,2026,202601,Mercedes Benz,Lo916,Diesel,5
antioquia,enero,2025,202501,Mazda,3,Gasolina,7
antioquia,enero,2026,202601,Mazda,3,Gasolina,4
antioquia,enero,2026,202601,Foton,Bj1030V4Av3-Bm,Gasolina,4
antioquia,enero,2026,202601,Sinotruk,Zz1168D2813D145,Diesel,4
antioquia,enero,2025,202501,Hyundai,Tucson,Gasolina,18
antioquia,enero,2026,202601,Hyundai,Tucson,Gasolina,4
antioquia,enero,2025,202501,Volkswagen,Polo Pa Comfortline,Gasolina,4
antioquia,enero,2026,202601,Volkswagen,Polo Pa Comfortline,Gasolina,4
antioquia,enero,2026,202601,Ford,Bronco,Gasolina,4
antioquia,enero,2026,202601,Ford,Explorer,Gasolina,4
antioquia,enero,2026,202601,Subaru,Crosstrek 2.0I-L Es Cvt (Sport),Gasolina,4
antioquia,enero,2026,202601,Volkswagen,Amarok Extreme,Diesel,4
antioquia,enero,2025,202501,Foton,Bj1037V2Mav-8G,Hibrido No Enchufable,6
antioquia,enero,2026,202601,Foton,Bj1037V2Mav-8G,Hibrido No Enchufable,4
antioquia,enero,2025,202501,Chevrolet,Silverado,Gasolina,9
antioquia,enero,2026,202601,Chevrolet,Silverado,Gasolina,4
antioquia,enero,2026,202601,Volkswagen,Tera High Black Edition,Gasolina,4
antioquia,enero,2026,202601,Volkswagen,Tera High At,Gasolina,4
antioquia,enero,2025,202501,Hyundai,Grand I10,Gasolina,1
antioquia,enero,2026,202601,Hyundai,Grand I10,Gasolina,4
antioquia,enero,2025,202501,Zhidou,D2S,Eléctrico,1
antioquia,enero,2026,202601,Zhidou,D2S,Eléctrico,4
antioquia,enero,2025,202501,Renault,Trafic,Diesel,2
antioquia,enero,2026,202601,Renault,Trafic,Diesel,4
antioquia,enero,2026,202601,Chevrolet,Nps,Diesel,4
antioquia,enero,2025,202501,Chevrolet,Spin,Gasolina,6
antioquia,enero,2026,202601,Chevrolet,Spin,Gasolina,4
antioquia,enero,2026,202601,Volvo,Vm4X2R,Diesel,4
antioquia,enero,2026,202601,Mercedes Benz,Atego 1726,Diesel,3
antioquia,enero,2025,202501,Ram,1500,Hibrido No Enchufable,1
antioquia,enero,2026,202601,Ram,1500,Hibrido No Enchufable,3
antioquia,enero,2026,202601,Kia,Ev3,Eléctrico,3
antioquia,enero,2025,202501,Foton,Bj2037Y3Mav-8S,Diesel,2
antioquia,enero,2026,202601,Foton,Bj2037Y3Mav-8S,Diesel,3
antioquia,enero,2026,202601,Bmw,X7 Xdrive40I,Hibrido No Enchufable,3
antioquia,enero,2025,202501,Nissan,Sentra,Gasolina,2
antioquia,enero,2026,202601,Nissan,Sentra,Gasolina,3
antioquia,enero,2026,202601,Citroen,C3 Aircross,Hibrido No Enchufable,3
antioquia,enero,2026,202601,Fiat,600,Hibrido No Enchufable,3
antioquia,enero,2026,202601,Citroen,C3,Hibrido No Enchufable,3
antioquia,enero,2026,202601,Gac,Hyptec Ht,Eléctrico,3
antioquia,enero,2026,202601,International,Lt625 6X4,Diesel,3
antioquia,enero,2026,202601,Volkswagen,Amarok Highline,Diesel,3
antioquia,enero,2025,202501,Bmw,Ix1 Xdrive30,Eléctrico,1
antioquia,enero,2026,202601,Bmw,Ix1 Xdrive30,Eléctrico,3
antioquia,enero,2026,202601,Honda,City Exl-C Cvt,Gasolina,3
antioquia,enero,2026,202601,Byd,Seagull,Eléctrico,3
antioquia,enero,2026,202601,Bmw,118,Gasolina,3
antioquia,enero,2026,202601,Audi,A3 Sedan,Hibrido No Enchufable,3
antioquia,enero,2026,202601,Toyota,Land Cruiser,Gasolina,3
antioquia,enero,2025,202501,Shacman,X5000,Diesel,1
antioquia,enero,2026,202601,Shacman,X5000,Diesel,3
antioquia,enero,2025,202501,Subaru,Crosstrek 2.0I-L Cvt,Gasolina,1
antioquia,enero,2026,202601,Subaru,Crosstrek 2.0I-L Cvt,Gasolina,3
antioquia,enero,2026,202601,Deepal,S05,Eléctrico,3
antioquia,enero,2025,202501,Hyundai,New Grand I10,Gasolina,5
antioquia,enero,2026,202601,Hyundai,New Grand I10,Gasolina,3
antioquia,enero,2025,202501,Nissan,Frontier,Gasolina,6
antioquia,enero,2026,202601,Nissan,Frontier,Gasolina,3
antioquia,enero,2026,202601,Dongfeng,Eq1047D6Cdb,Diesel,3
antioquia,enero,2026,202601,Forland,Bj1051Vcjb5-01,Diesel,3
antioquia,enero,2026,202601,Foton,Bj1065Vdjda-F2,Diesel,3
antioquia,enero,2025,202501,Chevrolet,Nkr,Diesel,2
antioquia,enero,2026,202601,Chevrolet,Nkr,Diesel,3
antioquia,enero,2026,202601,Jac,Hfc1036S,Diesel,3
antioquia,enero,2026,202601,Fuso,Fiv1Pkx2Lnqa,Diesel,3
antioquia,enero,2025,202501,Jeep,Compass,Gasolina,8
antioquia,enero,2026,202601,Jeep,Compass,Gasolina,3
antioquia,enero,2025,202501,Chevrolet,Npr,Diesel,5
antioquia,enero,2026,202601,Chevrolet,Npr,Diesel,3
antioquia,enero,2026,202601,Jmc,Jx1079Tk26,Diesel,2
antioquia,enero,2025,202501,Bmw,X2 M35I Xdrive,Gasolina,1
antioquia,enero,2026,202601,Bmw,X2 M35I Xdrive,Gasolina,2
antioquia,enero,2025,202501,Foton,Bj1078Vejea-F3,Diesel,3
antioquia,enero,2026,202601,Foton,Bj1078Vejea-F3,Diesel,2
antioquia,enero,2025,202501,Foton,Bj1065Vdjba-F3,Diesel,2
antioquia,enero,2026,202601,Foton,Bj1065Vdjba-F3,Diesel,2
antioquia,enero,2026,202601,Jac,Hfc1120S,Diesel,2
antioquia,enero,2026,202601,Mg,Mg Zs 1.5L Mt Std Plus,Gasolina,2
antioquia,enero,2026,202601,Jac,Hfc1063S,Diesel,2
antioquia,enero,2026,202601,Foton,Bj1044V9Jd4-F1,Diesel,2
antioquia,enero,2026,202601,Foton,Bj1065Evja1,Eléctrico,2
antioquia,enero,2026,202601,Ford,Maverick,Gasolina,2
antioquia,enero,2026,202601,Jeep,Gladiator Rubicon,Gasolina,2
antioquia,enero,2026,202601,Gac,Aion V,Eléctrico,2
antioquia,enero,2026,202601,Bmw,X3 30 Xdrive,Hibrido Enchufable,2
antioquia,enero,2026,202601,Jeep,Wrangler Unlimited Rubicon,Gasolina,2
antioquia,enero,2025,202501,Chevrolet,Montana,Gasolina,10
antioquia,enero,2026,202601,Chevrolet,Montana,Gasolina,2
antioquia,enero,2026,202601,Jetour,T2 Idm,Hibrido Enchufable,2
antioquia,enero,2025,202501,Volkswagen,Polo Pa Trendline,Gasolina,4
antioquia,enero,2026,202601,Volkswagen,Polo Pa Trendline,Gasolina,2
antioquia,enero,2026,202601,Honda,Cr -V Fhev Fhexla Cvt Ka8,Hibrido No Enchufable,2
antioquia,enero,2026,202601,Great Wall,Tank 300 Hev,Hibrido No Enchufable,2
antioquia,enero,2026,202601,Great Wall,Tank 500 Hev,Hibrido No Enchufable,2
antioquia,enero,2025,202501,Mercedes Benz,Gle 450 4Matic,Hibrido No Enchufable,1
antioquia,enero,2026,202601,Mercedes Benz,Gle 450 4Matic,Hibrido No Enchufable,2
antioquia,enero,2026,202601,Byd,Fangchengbao Leopard3,Eléctrico,2
antioquia,enero,2026,202601,Jac,E40X - Hfc7002Mev7,Eléctrico,2
antioquia,enero,2026,202601,Jetour,Dashing Urban,Gasolina,2
antioquia,enero,2026,202601,Foton,Bj4259Smfkb-1A,Diesel,2
antioquia,enero,2025,202501,Mercedes Benz,Gle 450 4Matic Coupã‰,Hibrido No Enchufable,5
antioquia,enero,2026,202601,Mercedes Benz,Gle 450 4Matic Coupã‰,Hibrido No Enchufable,2
antioquia,enero,2025,202501,Mercedes Benz,Glc 300 4Matic,Hibrido No Enchufable,5
antioquia,enero,2026,202601,Mercedes Benz,Glc 300 4Matic,Hibrido No Enchufable,2
antioquia,enero,2026,202601,Mitsubishi,L200,Diesel,2
antioquia,enero,2026,202601,Mg,Mg Zs Hybrid+,Hibrido No Enchufable,2
antioquia,enero,2025,202501,Mazda,Cx-90,Hibrido No Enchufable,6
antioquia,enero,2026,202601,Mazda,Cx-90,Hibrido No Enchufable,2
antioquia,enero,2026,202601,Ford,F-150,Gasolina,2
antioquia,enero,2026,202601,Changan,Hunter,Hibrido No Enchufable,2
antioquia,enero,2026,202601,Volkswagen,Jetta Pa Highline,Gasolina,2
antioquia,enero,2026,202601,Renault,Kangoo 5P,Gasolina,2
antioquia,enero,2026,202601,Mini,John Cooper Works Cabrio,Gasolina,2
antioquia,enero,2026,202601,Seat,Arona Fr,Gasolina,2
antioquia,enero,2025,202501,Citroen,C3 Aircross,Gasolina,5
antioquia,enero,2026,202601,Citroen,C3 Aircross,Gasolina,2
antioquia,enero,2026,202601,Volkswagen,Tiguan Nf R-Line,Gasolina,2
antioquia,enero,2026,202601,Volkswagen,Tiguan Nf Life,Gasolina,2
antioquia,enero,2025,202501,Audi,Q6 E-Tron,Eléctrico,1
antioquia,enero,2026,202601,Audi,Q6 E-Tron,Eléctrico,2
antioquia,enero,2026,202601,Toyota,Bz3X,Eléctrico,2
antioquia,enero,2026,202601,Toyota,Sequoia Capstone,Hibrido No Enchufable,2
antioquia,enero,2025,202501,Chevrolet,Ms,Diesel,1
antioquia,enero,2026,202601,Chevrolet,Ms,Diesel,2
antioquia,enero,2025,202501,Chevrolet,Tahoe,Gasolina,3
antioquia,enero,2026,202601,Chevrolet,Tahoe,Gasolina,2
antioquia,enero,2025,202501,International,Hv607 Sba 6X4,Diesel,6
antioquia,enero,2026,202601,International,Hv607 Sba 6X4,Diesel,2
antioquia,enero,2025,202501,Volvo,Ex30,Eléctrico,13
antioquia,enero,2026,202601,Volvo,Ex30,Eléctrico,2
antioquia,enero,2025,202501,Bmw,X5 Xdrive50E,Hibrido Enchufable,1
antioquia,enero,2026,202601,Bmw,X5 Xdrive50E,Hibrido Enchufable,2
antioquia,enero,2026,202601,Forland,Bj1081Vejda-01,Diesel,2
antioquia,enero,2026,202601,Foton,Bj6608B1Ddc-B6,Diesel,2
antioquia,enero,2025,202501,Audi,Q2,Gasolina,1
antioquia,enero,2026,202601,Audi,Q2,Gasolina,2
antioquia,enero,2025,202501,Foton,Bj1037V3Kav-1A,Diesel,1
antioquia,enero,2026,202601,Foton,Bj1037V3Kav-1A,Diesel,1
antioquia,enero,2025,202501,Foton,Bj1088Vejea-F3,Diesel,4
antioquia,enero,2026,202601,Foton,Bj1088Vejea-F3,Diesel,1
antioquia,enero,2025,202501,Dongfeng,Df-116Sc,Gasolina,1
antioquia,enero,2026,202601,Dongfeng,Df-116Sc,Gasolina,1
antioquia,enero,2025,202501,Subaru,Crosstrek 2.0I-S Es Cvt,Hibrido No Enchufable,2
antioquia,enero,2026,202601,Subaru,Crosstrek 2.0I-S Es Cvt,Hibrido No Enchufable,1
antioquia,enero,2026,202601,Ram,Rampage,Gasolina,1
antioquia,enero,2026,202601,Jac,Hfc1036Kn-2 Evi,Diesel,1
antioquia,enero,2026,202601,Jac,Hfc1048S,Diesel,1
antioquia,enero,2026,202601,Toyota,Land Cruiser Gdj79L,Diesel,1
antioquia,enero,2025,202501,Volkswagen,Saveiro Cabina Sencilla,Gasolina,2
